https://gb.ru/courses/1041|Слайды, которые приносят деньги. Как сделать продающую бизнес-презентацию.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1042|Сторителлинг для бизнеса. Инструкция по применению.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1043|Бизнес-спикер. Подготовка деловой презентации и создание эффективного выступления.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1044|Фотоконтент для эксперта. Инструкция по применению.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1053|Эффективное управление личными финансами. Инструкция по применению.|видеокурс|1|None|бесплатно
https://gb.ru/courses/1066|Маркетинговая и клиентская аналитика. Маркетинговая и клиентская аналитика.|онлайн-курс|1 месяц|None|19800
https://gb.ru/courses/1067|Концепции CJM и JtBD. Концепции CJM и JtBD.|онлайн-курс|1 месяц|None|19800
https://gb.ru/courses/1081|Совокупное вознаграждение. Совокупное вознаграждение.|онлайн-курс|1 месяц|[datetime.date(2021, 7, 1)]|32780
https://gb.ru/courses/1082|Внутренние коммуникации и культура. Внутренние коммуникации и культура.|онлайн-курс|1 месяц|None|21890
https://gb.ru/courses/1117|Git. Базовый курс. Основы работы с Git.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1151|Unit-экономика и анализ рынка. Видеокурс.|видеокурс|1 месяц|None|13167
https://gb.ru/courses/1155|Личная эффективность. Видеокурс.|видеокурс|1 месяц|None|13167
https://gb.ru/courses/1156|50 оттенков самозанятых. Инструкция по применению.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1158|Как настроить Страницу бизнеса ВКонтакте?. Инструкция по применению.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1160|Как запустить рекламу ВКонтакте?. Инструкция по применению.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1161|Хочу в HR. Инструкция по применению.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1162|Продвигаем бизнес с помощью таргетированной рекламы. Инструкция по применению.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1163|Эффективное делегирование. Инструкция по применению.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1164|Как бросить все и перейти на фриланс. Инструкция по применению.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1165|INSTAGRAM ОТ А ДО Я. Инструкция по применению.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1181|Базы данных. Интерактивный курс . Проектирование и работа с данными.|онлайн-курс|1 месяц|None|16500
https://gb.ru/courses/1183|Алгоритмы и структуры на С. Интерактивный курс. Разбор современных фреймворков.|онлайн-курс|1 месяц|None|16500
https://gb.ru/courses/1191|UX-анализ . UX-анализ в веб-аналитике.|онлайн-курс|2 недели|[datetime.date(2021, 6, 14), datetime.date(2021, 6, 18)]|19800
