Frontend-разработка|Frontend разработчик|LoftSchool|66300|2021-06-14|3 мес.|https://loftschool.com/professions/frontend-developer
Frontend-разработка|Как стать мидл фронтенд-разработчиком|Яндекс Практикум|78000||5 мес.|https://praktikum.yandex.ru/middle-frontend/
Frontend-разработка|Профессия Frontend-разработчик PRO|Skillbox|104400|2021-06-16|24 мес.|https://skillbox.ru/course/frontend-pro/
Frontend-разработка|Frontend-разработчик|GeekBrains|70000|2021-06-15|5 мес.|https://gb.ru/professions/frontend_developer
Frontend-разработка|Фронтенд-разработчик|HTML Academy|109000|2021-09-20|15 мес.|https://htmlacademy.ru/profession/frontender
Frontend-разработка|React.js Разработка веб-приложений|LoftSchool|31200|2021-08-09|1.5 мес.|https://loftschool.com/course/react
Frontend-разработка|Веб-вёрстка|Skillbox|23100|2021-06-16|6 мес.|https://skillbox.ru/course/weblayout/
Frontend-разработка|HTML5 и CSS3 Современные средства Web-разработки|GeekBrains|15000|2021-06-16|1 мес.|https://gb.ru/courses/9
Frontend-разработка|HTML и CSS. Адаптивная вёрстка и автоматизация|HTML Academy|23900|2021-07-19|2 мес.|https://htmlacademy.ru/intensive/adaptive
Frontend-разработка|ReactJS Профессиональная frontend-разработка|GeekBrains|15000|2021-06-16|1 мес.|https://gb.ru/courses/119
Frontend-разработка|Профессиональный онлайн‑курс Анимация для фронтендеров|HTML Academy|23900||2 мес.|https://htmlacademy.ru/intensive/animation
Frontend-разработка|HTML/CSS. Интерактивный курс|GeekBrains|15000|2021-06-15|1 мес.|https://gb.ru/courses/1309
Frontend-разработка|JavaScript. Профессиональная разработка веб-интерфейсов|HTML Academy|21900|2021-09-21|2 мес.|https://htmlacademy.ru/intensive/javascript
Frontend-разработка|HTML и CSS. Профессиональная вёрстка сайтов|HTML Academy|13900|2021-09-20|2 мес.|https://htmlacademy.ru/intensive/htmlcss
Frontend-разработка|Веб-программирование|Skillbox|||8 зан.|https://live.skillbox.ru/playlists/code/veb-programmirovanie/|Видеозанятия в записи
Frontend-разработка|Основы  HTML и CSS|Нетология|||5 зан.|https://netology.ru/programs/html-css-base|Видеозанятия в записи + домашние задания
Frontend-разработка|Что такое Front-end? Как из кода для машин получается сайт для людей?|GeekBrains|||1 зан.|https://gb.ru/courses/2825|Онлайн-вебинары
Android-разработка|Профессия Android-разработчик|Skillbox|145440|2021-06-16|20 мес.|https://skillbox.ru/course/profession-android-developer/
Android-разработка|Android-разработчик с нуля|Нетология|70740|2021-07-01|10 мес.|https://netology.ru/programs/android-app
Android-разработка|Факультет Android-разработки|GeekBrains|144000|2021-06-15|12 мес.|https://gb.ru/geek_university/android
Android-разработка|Профессия Android-разработчик|SkillFactory|91200|2021-06-15|16 мес.|https://skillfactory.ru/android
